4494640;Rakete neutralisiert.
27999850;Schutzschild fällt aus.
28199458;Feindliches System. Waffen aktiviert.
28276028;Lebenserhaltungssystem kritisch.
28697689;Strahlungsschaden erkannt.
29330265;Extreme Wassertemperatur erkannt.
43830316;Technologie repariert.
45779246;Eingehende Rakete neutralisiert.
48466939;Warp des Frachters initiiert.
50465612;Extreme unterirdische Toxizität erkannt.
53870591;Strahlenschutz offline.
54980060;Strahlenschutz fällt aus.
56102735;Warnung. Unterkühlung steht unmittelbar bevor.
64910055;Warnung.
67834502;Schild ausgefallen.
76438123;Kältepegel kritisch.
78601477;Warnung. Sentinel-Walker in der Region entdeckt.
80959229;Rakete erfasst.
90482995;Feinde nähern sich.
105331281;Komponente repariert.
117536789;Zusätzliche Ressourcen erforderlich.
124237937;Extreme Nachtstrahlung erkannt.
126319994;Situationsübertragungsmodul gefunden.
151182894;Giftstoffschutz offline.
152151960;Extreme Temperatur erkannt.
159011641;Übertragen.
167092968;Eingehende Raketen zerstört.
178898599;Warnung.
197643865;Impulsantrieb aktiviert.
200893742;Keine freien Plätze im Schiffsinventar.
205039265;Neue Kopfprämie verfügbar.
205192151;Warnung.
208814791;Extreme Wassertoxizität erkannt.
213575654;Extreme unterirdische Temperatur erkannt.
223423849;Bericht zur Datenbank hinzugefügt.
225625917;Ziel erreicht.
228408571;Warnung.
236472322;Warnung. Sentinel-Kampfeinheit eingesetzt.
240393094;Warnung. Sentinel-Drohnen aktiviert.
241169623;Raketen zerstört.
243520476;Koordinaten der Orbitalstation empfangen.
245522736;Feindliche Rakete im Anflug.
247183138;Wärmeschutz fällt aus.
258814940;Strahlungswerte kritisch.
263752892;Heimatplanet erobert. Herzlichen Glückwunsch.
272020218;Schild ausgefallen.
284071635;Neuer Assistent erworben.
288672024;Notsignal empfangen.
299876357;Frachter erworben.
303147008;Einheiten aufgebraucht.
306112359;Schaden erlitten.
310439562;Warnung. Sentinel-Abfangjäger im Anflug.
311554138;Warp-Antrieb aktiviert.
315361790;Multitool-Ladung aufgebraucht.
328948003;Warnung.
330331555;Einheiten erhalten.
330757140;Feindliche Schiffe besiegt.
334124591;Basis außerhalb der Reichweite.
335483997;Giftstoffschutz stabilisiert sich.
337859118;Basiscomputer online.
351875919;Bau-Limit erreicht.
353234571;Neue Waffe verfügbar.
383184645;Inventar voll.
386328035;Feindlicher Scan erkannt.
389592073;Eingehende Raketen neutralisiert.
394683190;Schild ausgefallen.
422143449;Landeplatz nicht frei.
425064686;Luftantriebs-Jetpack online.
431813574;Inventarinhalt übertragen.
436192208;Raumschiffsignal erkannt.
449779025;Eingehende Rakete zerstört.
459254064;Rakete im Anflug. Aufprall steht unmittelbar bevor.
468585602;Schutzschild deaktiviert.
469963216;Landesequenz wird eingeleitet.
472197709;Ziel erfasst.
472945351;Strahlenschutz stabilisiert sich.
474358890;Neuer Frachter erfasst.
486861530;Warnung. Elite-Wachmannschaft.
487034870;Innenansicht ausgewählt.
489352730;Extreme Wassertemperatur erkannt.
490165063;Extreme nächtliche Toxizität erkannt.
494454783;Piraten-Schiff in der Region. Kopfgeld verfügbar.
496984207;Technologie offline.
497090550;Bericht zur Datenbank hinzufügen.
498474774;Toxizitätswerte kritisch.
510448383;Ziel erfasst.
512212065;Sauerstoff.
514543818;Piraten gesichtet, Kopfgeld verfügbar.
531979220;Treibstoff benötigt.
543874217;Warnung. Kritische Hitzeentwicklung.
545382948;Situal-Handelsmodul gefunden.
548071497;Fahrzeug eingesetzt.
565386800;Sprung eingeleitet.
570428671;Extreme Temperatur festgestellt.
579975330;Fahrzeugschaden erlitten.
580370729;Extreme Hitzeschäden erkannt.
582370014;Assistent rekrutiert.
583871976;Warnung. Bedrohung erkannt.
589305615;Kinetisches Schildsystem online.
597203928;Warp aktiviert.
599588736;Warnung.
623058381;Schild ausgefallen.
634281443;Initialisierung des Atlas-Systems beginnt.
639001585;Energiezellen des Anzugs erschöpft.
647699088;Hitze kritisch.
653680659;Extreme unterirdische Temperatur erkannt.
656990144;Extremer Sentinel-Planet erkannt.
665195778;Neuer Inventarplatz verfügbar.
670654758;Fahrzeug erworben.
672799524;Raketen neutralisiert.
673620140;Warnung. Wächter aktiviert.
675954230;Extreme Toxizität erkannt.
682086836;Gegenstand erhalten.
682556976;Neuer Planet analysiert.
682649339;Neues Fahrzeug erworben.
685057897;Bericht zur Datenbank hinzugefügt.
691940593;Schutzschild stabilisiert sich.
695050944;Rakete zerstört.
696022064;Extreme Strahlung erkannt.
729203380;Fahrzeug mobilisiert.
733521599;Extreme Nachttemperatur erkannt.
740830728; Fahrzeug betanken.
